"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","cacheControl","jpeg_scan_count","score_progressive_jpeg","expires",
"23.40.68.42","380","","","-1","-1","Script","3","774","1072","0","1","","100","923","https://assets.adobedtm.com/cd771b0aa897f931a306d7ab6af0d448836b5fd1/satelliteLib-f61f7bcb705dcb4f28f05fc143faaa9d8c7d1990.js","99","923","200","149","","163994","1","396","","181105_H5_9","873","106","876","100","3600","674620","1072","47","GET","163513","163513","","0.47","-1","-1","assets.adobedtm.com","100","-1","https://www.msnbc.com/","7","745","/cd771b0aa897f931a306d7ab6af0d448836b5fd1/satelliteLib-f61f7bcb705dcb4f28f05fc143faaa9d8c7d1990.js","50","","Akamai","1452","1072","1178","1178","1452","274","774","1452","675","40","41","1","0","http/1.1","high","application/x-javascript","","gzip","max-age=3600","","","Mon, 05 Nov 2018 01:41:54 GMT",
"104.78.230.61","240","26587","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://media3.s-nbcnews.com/j/newscms/2018_35/1363886/today_no-art-channelcard_1927d59178ed0577908456cca18cd8c0.focal-240x360.png","-1","-1","200","-1","0","26861","1","88","","181105_H5_9","-1","78","-1","100","26829245","26587","1073","-1","GET","26587","","","0.27","-1","-1","media3.s-nbcnews.com","100","-1","https://www.msnbc.com/","5","732","/j/newscms/2018_35/1363886/today_no-art-channelcard_1927d59178ed0577908456cca18cd8c0.focal-240x360.png","100","","Akamai","1313","1073","1151","1151","1313","162","1073","1313","240","41","42","1","0","h2","low","image/png","","","max-age=26829245","","","",
"104.78.230.61","153","8721","","-1","100","Image","3","776","1072","","1","","-1","893","https://media3.s-nbcnews.com/j/newscms/2018_33/2532501/hardball_8913ddd1d5467fde290ceafb6549ae4f.focal-240x360.jpg","91","893","200","179","0","8996","1","264","","181105_H5_9","867","33","868","100","26758930","8721","1073","25","GET","8721","","","0.21","-1","-1","media3.s-nbcnews.com","100","-1","https://www.msnbc.com/","5","728","/j/newscms/2018_33/2532501/hardball_8913ddd1d5467fde290ceafb6549ae4f.focal-240x360.jpg","100","","Akamai","1226","1073","1106","1106","1226","120","776","1226","448","42","43","1","0","h2","low","image/jpeg","","","max-age=26758930","1","50","",
"104.78.230.61","345","71547","","-1","85","Image","3","-1","-1","","1","","-1","-1","https://media3.s-nbcnews.com/j/newscms/2018_44/2630556/181102-marietta-georgia-abrams-mn-1415_03f1a2a89245a372cf2e52d117a6e5a2.focal-760x380.jpg","-1","-1","200","-1","10243","71822","1","96","","181105_H5_9","-1","112","-1","100","31482246","71547","1073","-1","GET","71547","","","0.35","-1","-1","media3.s-nbcnews.com","100","-1","https://www.msnbc.com/","5","737","/j/newscms/2018_44/2630556/181102-marietta-georgia-abrams-mn-1415_03f1a2a89245a372cf2e52d117a6e5a2.focal-760x380.jpg","100","","Akamai","1418","1073","1185","1185","1418","233","1073","1418","345","43","44","1","0","h2","low","image/jpeg","","","max-age=31482246","1","0","",
"104.78.230.61","178","6929","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://media3.s-nbcnews.com/j/newscms/2018_33/2532541/the_11th_hour_card_8913ddd1d5467fde290ceafb6549ae4f.focal-240x360.jpg","-1","-1","200","-1","0","7204","1","84","","181105_H5_9","-1","43","-1","100","29455412","6929","1074","-1","GET","6929","","","0.25","-1","-1","media3.s-nbcnews.com","100","-1","https://www.msnbc.com/","5","731","/j/newscms/2018_33/2532541/the_11th_hour_card_8913ddd1d5467fde290ceafb6549ae4f.focal-240x360.jpg","100","","Akamai","1252","1074","1117","1117","1252","135","1074","1252","178","44","45","1","0","h2","low","image/jpeg","","","max-age=29455412","1","50","",
"104.118.182.68","251","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://ndassets.s-nbcnews.com/ads-fbb67c73e2b54a839381.js","-1","-1","200","-1","","43271","1","40","","181105_H5_9","-1","67","-1","100","1800","143001","2058","-1","GET","42926","42926","","0.48","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","745","/ads-fbb67c73e2b54a839381.js","0","","Akamai","2309","2058","2125","2125","2309","184","2058","2309","251","45","46","1","0","h2","high","application/javascript","","gzip","max-age=1800","","","Mon, 05 Nov 2018 01:11:55 GMT",
"104.118.182.68","463","","","-1","-1","Stylesheet","3","-1","-1","0","1","","100","-1","https://ndassets.s-nbcnews.com/main-215c24e2f8bf9342dfd0.css","-1","-1","200","-1","","109235","1","36","","181105_H5_9","-1","213","-1","100","1800","839629","2063","-1","GET","108900","108900","","0.4","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","704","/main-215c24e2f8bf9342dfd0.css","0","","Akamai","2526","2063","2276","2276","2526","250","2063","2526","463","46","47","1","0","h2","high","text/css","","gzip","max-age=1800","","","Mon, 05 Nov 2018 01:11:55 GMT",
"104.118.182.68","189","","","-1","-1","Stylesheet","3","706","2068","0","1","","100","1932","https://ndassets.s-nbcnews.com//icons.css?up=2018731","1177","1932","200","136","","1275","1","186","","181105_H5_9","1883","67","1884","100","1800","3357","2069","48","GET","764","764","","0.3","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","704","//icons.css?up=2018731","0","","Akamai","2258","2069","2136","2136","2258","122","706","2258","1550","47","48","1","0","h2","high","text/css","","gzip","max-age=1800","","","Mon, 05 Nov 2018 01:11:55 GMT",
"104.118.182.68","178","","","-1","-1","Script","3","-1","-1","","1","","-1","-1","https://ndassets.s-nbcnews.com/manifest-9149647a656fb6aa6453.js","-1","-1","200","-1","","1311","1","39","","181105_H5_9","-1","67","-1","100","1800","829","2080","-1","GET","829","","","0.49","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","767","/manifest-9149647a656fb6aa6453.js","0","","Akamai","2258","2080","2147","2147","2258","111","2080","2258","178","48","49","1","0","h2","high","application/javascript","","","max-age=1800","","","Mon, 05 Nov 2018 01:11:55 GMT",
"104.118.182.68","712","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://ndassets.s-nbcnews.com/main-215c24e2f8bf9342dfd0.js","-1","-1","200","-1","","292582","1","36","","181105_H5_9","-1","137","-1","100","1800","1113765","2081","-1","GET","292241","292241","","0.51","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","768","/main-215c24e2f8bf9342dfd0.js","0","","Akamai","2793","2081","2218","2218","2793","575","2081","2793","712","49","50","1","0","h2","high","application/javascript","","gzip","max-age=1800","","","Mon, 05 Nov 2018 01:11:55 GMT",
"104.118.182.68","720","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://ndassets.s-nbcnews.com/node_static_f66beaacf3d8e5ad41dc.js","-1","-1","200","-1","","234196","1","40","","181105_H5_9","-1","178","-1","100","1800","737888","2081","-1","GET","233851","233851","","0.50","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","768","/node_static_f66beaacf3d8e5ad41dc.js","0","","Akamai","2801","2081","2259","2259","2801","542","2081","2801","720","50","51","1","0","h2","high","application/javascript","","gzip","max-age=1800","","","Mon, 05 Nov 2018 01:11:55 GMT",
"104.118.182.68","140","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://ndassets.s-nbcnews.com/FoundersGroteskCondensedWeb-Semibold.woff2","-1","-1","200","-1","","40592","1","44","","181105_H5_9","-1","43","-1","100","1800","40106","2920","-1","GET","40106","","","0.56","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","2919","/FoundersGroteskCondensedWeb-Semibold.woff2","0","","Akamai","3060","2920","2963","2963","3060","97","2920","3060","140","51","52","1","0","h2","medium","application/octet-stream","","","max-age=1800","","","Mon, 05 Nov 2018 01:11:56 GMT",
"104.118.182.68","273","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://ndassets.s-nbcnews.com/FoundersGroteskMonoWeb-Regular.woff2","-1","-1","200","-1","","30649","1","37","","181105_H5_9","-1","120","-1","100","1800","30163","3071","-1","GET","30163","","","0.59","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","3069","/FoundersGroteskMonoWeb-Regular.woff2","0","","Akamai","3344","3071","3191","3191","3344","153","3071","3344","273","52","53","1","0","h2","medium","application/octet-stream","","","max-age=1800","","","Mon, 05 Nov 2018 01:11:56 GMT",
"104.118.182.68","277","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://ndassets.s-nbcnews.com/PublicoText-Roman-Web.woff2","-1","-1","200","-1","","52879","1","31","","181105_H5_9","-1","111","-1","100","1800","52393","3071","-1","GET","52393","","","0.58","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","3069","/PublicoText-Roman-Web.woff2","0","","Akamai","3348","3071","3182","3182","3348","166","3071","3348","277","53","54","1","0","h2","medium","application/octet-stream","","","max-age=1800","","","Mon, 05 Nov 2018 01:11:56 GMT",
"104.118.182.68","283","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://ndassets.s-nbcnews.com/PublicoText-Bold-Web.woff2","-1","-1","200","-1","","58203","1","30","","181105_H5_9","-1","123","-1","100","1800","57717","3072","-1","GET","57717","","","0.60","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","3070","/PublicoText-Bold-Web.woff2","0","","Akamai","3355","3072","3195","3195","3355","160","3072","3355","283","54","55","1","0","h2","medium","application/octet-stream","","","max-age=1800","","","Mon, 05 Nov 2018 01:11:56 GMT",
"104.118.182.68","165","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://ndassets.s-nbcnews.com/iconfont.woff2?683fea27bbaaaad2b15d20f8fb8eb75b","-1","-1","200","-1","","10758","1","45","","181105_H5_9","-1","110","-1","100","1800","10272","3073","-1","GET","10272","","","0.57","-1","-1","ndassets.s-nbcnews.com","100","-1","https://www.msnbc.com/","8","3069","/iconfont.woff2?683fea27bbaaaad2b15d20f8fb8eb75b","0","","Akamai","3238","3073","3183","3183","3238","55","3073","3238","165","55","56","1","0","h2","medium","application/octet-stream","","","max-age=1800","","","Mon, 05 Nov 2018 01:11:56 GMT",
"52.84.141.72","227","","","-1","-1","Script","3","2788","3221","0","1","","100","2948","https://cdn-v3.conductrics.com/ac-kANJFqzwHz/v3/agent-api/js/f-MGXQstUBzA/dt-dLILCrQnEa9tihQkISOiSQfBsuZKdW?apikey=api-GCNKdGuimYDiuTjQpVpN","98","2948","200","273","","88962","3","245","","181105_H5_9","2886","57","2911","100","18","497631","3221","37","GET","88488","88488","12899","0.55","-1","-1","cdn-v3.conductrics.com","100","-1","https://assets.adobedtm.com/cd771b0aa897f931a306d7ab6af0d448836b5fd1/satelliteLib-f61f7bcb705dcb4f28f05fc143faaa9d8c7d1990.js","10","2781","/ac-kANJFqzwHz/v3/agent-api/js/f-MGXQstUBzA/dt-dLILCrQnEa9tihQkISOiSQfBsuZKdW?apikey=api-GCNKdGuimYDiuTjQpVpN","0","","Amazon CloudFront","3448","3221","3278","3278","3448","170","2788","3448","635","56","57","1","0","h2","high","text/javascript; charset=utf-8","","gzip","max-age=60","","","",
"34.193.238.15","124","","","-1","-1","Script","3","2760","3237","0","1","","100","2963","https://dpm.demdex.net/id?d_visid_ver=1.5.4&d_rtbd=json&d_ver=2&d_orgid=A8AB776A5245B4220A490D44%40AdobeOrg&d_nsid=0&d_cb=s_c_il%5B2%5D._setMarketingCloudFields","132","2963","200","274","","1502","102","431","","181105_H5_9","2892","82","2914","-1","","2367","3238","49","GET","874","874","401","0.52","-1","-1","dpm.demdex.net","100","-1","https://www.msnbc.com/","9","2758","/id?d_visid_ver=1.5.4&d_rtbd=json&d_ver=2&d_orgid=A8AB776A5245B4220A490D44%40AdobeOrg&d_nsid=0&d_cb=s_c_il%5B2%5D._setMarketingCloudFields","-1","","","3362","3238","3320","3320","3362","42","2760","3362","579","57","58","1","0","http/1.1","high","application/javascript;charset=utf-8","","gzip","no-cache,no-store,must-revalidate,max-age=0,proxy-revalidate,no-transform,private","","","Thu, 01 Jan 1970 00:00:00 GMT",
"92.122.63.43","208","","","-1","-1","Script","3","2780","3462","0","1","","100","3098","https://cdn.dynamicyield.com/api/8765952/api_dynamic.js","134","3098","200","364","","13117","3","326","","181105_H5_9","2914","172","2916","100","300","64296","3463","182","GET","12746","12746","12899","0.53","-1","-1","cdn.dynamicyield.com","100","-1","https://assets.adobedtm.com/cd771b0aa897f931a306d7ab6af0d448836b5fd1/satelliteLib-f61f7bcb705dcb4f28f05fc143faaa9d8c7d1990.js","11","2775","/api/8765952/api_dynamic.js","0","","Akamai","3671","3463","3635","3635","3671","36","2780","3671","888","58","59","1","0","http/1.1","high","application/javascript","","gzip","max-age=300","","","Mon, 05 Nov 2018 00:46:57 GMT",
"172.82.206.19","75","","","-1","-1","Script","3","3294","3609","","1","","-1","3447","https://nbcume.sc.omtrdc.net/id?d_visid_ver=1.5.4&callback=s_c_il%5B2%5D._setAnalyticsFields&mcorgid=A8AB776A5245B4220A490D44%40AdobeOrg&mid=63005128895725356209159772880752709370","85","3447","200","162","","438","102","450","","181105_H5_9","3379","44","3404","-1","","68","3609","43","GET","68","","401","0.61","-1","-1","nbcume.sc.omtrdc.net","100","-1","https://www.msnbc.com/","12","3292","/id?d_visid_ver=1.5.4&callback=s_c_il%5B2%5D._setAnalyticsFields&mcorgid=A8AB776A5245B4220A490D44%40AdobeOrg&mid=63005128895725356209159772880752709370","-1","","","3684","3609","3653","3653","3684","31","3294","3684","365","59","60","1","0","http/1.1","high","application/x-javascript","","","no-cache, no-store, max-age=0, no-transform, private","","","",
"92.122.63.43","341","","","-1","-1","Script","3","3466","3745","0","1","","100","3608","https://cdn.dynamicyield.com/api/8765952/api_static.js","2","3608","200","137","","67696","3","325","","181105_H5_9","3468","148","3469","100","3600","240138","3746","139","GET","67324","67324","12899","0.54","-1","-1","cdn.dynamicyield.com","100","-1","https://assets.adobedtm.com/cd771b0aa897f931a306d7ab6af0d448836b5fd1/satelliteLib-f61f7bcb705dcb4f28f05fc143faaa9d8c7d1990.js","13","2776","/api/8765952/api_static.js","50","","Akamai","4087","3746","3894","3894","4087","193","3466","4087","619","60","61","1","0","http/1.1","high","application/javascript","","gzip","max-age=3600","","","Mon, 05 Nov 2018 01:41:57 GMT",
"","2040","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://secure-us.imrworldwide.com/cgi-bin/m?ci=us-505401h&cg=0&cc=1&si=https%3A//www.msnbc.com/&rp=&ts=compact&rnd=1541378518067","-1","-1","302","-1","","592","9","0","","181105_H5_9","-1","2040","-1","-1","","0","4306","-1","GET","0","","6","0.66","-1","-1","secure-us.imrworldwide.com","-1","-1","https://www.msnbc.com/","-1","4306","/cgi-bin/m?ci=us-505401h&cg=0&cc=1&si=https%3A//www.msnbc.com/&rp=&ts=compact&rnd=1541378518067","-1","","","6346","4306","6346","6346","6346","0","4306","6346","2040","61","62","1","0","","","","","","no-cache","","","Thu, 01 Dec 1994 16:00:00 GMT",
"54.88.252.213","1698","","","-1","-1","Script","3","4238","4643","0","1","","100","4489","https://st.dynamicyield.com/st?sec=8765952&inHead=true&id=0&ref=&sr=375x667&altip=","199","4489","200","154","","4076","28","198","","181105_H5_9","4437","57","4439","-1","","19199","4644","50","GET","3743","3743","19378","0.62","-1","-1","st.dynamicyield.com","100","-1","https://cdn.dynamicyield.com/api/8765952/api_static.js","14","4237","/st?sec=8765952&inHead=true&id=0&ref=&sr=375x667&altip=","-1","","","6342","4644","4701","4701","6342","1641","4238","6342","2101","62","63","1","0","h2","high","text/javascript; charset=utf-8","","gzip","no-cache","","","Mon, 05 Nov 2018 00:41:57 GMT",
"52.84.143.60","1641","","","-1","-1","Script","3","4341","4702","0","1","","100","4460","https://d1z2jf7jlzjs58.cloudfront.net/p.js","81","4460","200","242","","3437","26","313","","181105_H5_9","4422","42","4424","100","4436","6593","4702","36","GET","2886","2886","18","0.65","-1","-1","d1z2jf7jlzjs58.cloudfront.net","100","-1","https://www.msnbc.com/","15","4304","/p.js","50","","Amazon CloudFront","6343","4702","4744","4744","6343","1599","4341","6343","2000","63","64","1","0","http/1.1","high","application/x-javascript","","gzip","max-age=86400, public","","","Fri, 16 Feb 2018 01:55:54 GMT",
"52.84.141.126","1639","","","-1","-1","Script","3","4367","4703","0","1","","100","4485","https://cdn-gl.imrworldwide.com/conf/P85E5B977-5FE2-4654-A4A4-3AF8BAAF454E.js#name=nlsnInstance&ns=NOLBUNDLE","87","4485","200","218","","7916","10","348","","181105_H5_9","4454","45","4455","100","0","42087","4704","30","GET","7425","7425","285","0.67","-1","-1","cdn-gl.imrworldwide.com","100","-1","https://www.msnbc.com/","16","4308","/conf/P85E5B977-5FE2-4654-A4A4-3AF8BAAF454E.js","0","","Amazon CloudFront","6343","4704","4749","4749","6343","1594","4367","6343","1974","64","65","1","0","http/1.1","high","application/javascript","","gzip","","","","",
"173.222.103.45","1624","","","-1","-1","Script","3","4306","4723","0","1","","100","4571","https://ak.sail-horizon.com/spm/spm.v1.min.js","172","4571","200","152","","41776","9","316","","181105_H5_9","4478","47","4479","100","600","115030","4723","92","GET","41467","41467","34","0.64","-1","-1","ak.sail-horizon.com","100","-1","https://www.msnbc.com/","18","4303","/spm/spm.v1.min.js","0","","Akamai","6347","4723","4770","4770","6347","1577","4306","6347","2040","65","66","1","0","http/1.1","high","text/javascript","","gzip","max-age=600, must-revalidate","","","Mon, 05 Nov 2018 00:51:58 GMT",
"147.75.96.187","1595","","","-1","-1","Script","3","4291","4750","0","1","","100","4494","https://static.hotjar.com/c/hotjar-382740.js?sv=5","154","4494","200","256","","1616","28","173","","181105_H5_9","4445","51","4446","100","60","2563","4750","48","GET","1217","1217","19378","0.63","-1","-1","static.hotjar.com","100","-1","https://cdn.dynamicyield.com/api/8765952/api_static.js","17","4288","/c/hotjar-382740.js?sv=5","0","","section.io","6345","4750","4801","4801","6345","1544","4291","6345","2053","66","67","1","0","h2","high","application/javascript","","gzip","max-age=60","","","",
